Compétition,Nom équipe,Numéro de club,MailClub,Nom de club,Localité club,AdressePostale,Latitude,Longitude,Complément (club),Voie-rue (club),Lieu-dit (club),Code postal (club),Bureau distributeur (club),Libellé catégorie,Sous catégorie
U11 A 8 Departemental 3,Ormes St Peravy F.C 2,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U11 (- 11 ans)
Seniors Departemental 5,Ormes St Peravy F.C 3,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Senior,Senior
Plateaux U9,Ormes St Peravy F.C 3,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Ormes St Peravy F.C 4,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Ormes St Peravy F.C 5,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Ormes St Peravy F.C 7,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,Ormes St Peravy F.C. 6,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / Football d'animation,U7 (- 7 ans)
U17 Departemental 2,St Per Ormes/Chaingy 1,550128,550128@lcfoot.fr,ORMES ST PERAVY F.C.,ORMES,147 Route Nationale 157 45140 ORMES,47.9274858,1.8418267,HOTEL DE VILLE,147 Route Nationale 157,,45140,ORMES,Libre / U17 - U16,U17 (- 17 ans)
Seniors Departemental 2,U.S. 2 O Loire Et Tr 1,505252,505252@lcfoot.fr,U. S. 2 O LOIRE ET TREZEE.,OUSSON SUR LOIRE,RUE DE LA LOIRE 45250 OUSSON SUR LOIRE,47.5883529,2.7863144,MAIRIE,RUE DE LA LOIRE,,45250,OUSSON SUR LOIRE,Libre / Senior,Senior
Seniors Departemental 5,U.S. 2 O Loire Et Tr 2,505252,505252@lcfoot.fr,U. S. 2 O LOIRE ET TREZEE.,OUSSON SUR LOIRE,RUE DE LA LOIRE 45250 OUSSON SUR LOIRE,47.5883529,2.7863144,MAIRIE,RUE DE LA LOIRE,,45250,OUSSON SUR LOIRE,Libre / Senior,Senior
Seniors Departemental 3,Pannes Fc 1,533258,533258@lcfoot.fr,F.C. PANNES,PANNES, 45700 PANNES,48.017792,2.668507,MAIRIE,,,45700,PANNES,Libre / Senior,Senior
U11 A 8 Departemental 3,Pannes Fc 1,533258,533258@lcfoot.fr,F.C. PANNES,PANNES, 45700 PANNES,48.017792,2.668507,MAIRIE,,,45700,PANNES,Libre / Football d'animation,U11 (- 11 ans)
Seniors Departemental 4,Pannes Fc 2,533258,533258@lcfoot.fr,F.C. PANNES,PANNES, 45700 PANNES,48.017792,2.668507,MAIRIE,,,45700,PANNES,Libre / Senior,Senior
Plateaux U9,Pannes Fc 2,533258,533258@lcfoot.fr,F.C. PANNES,PANNES, 45700 PANNES,48.017792,2.668507,MAIRIE,,,45700,PANNES,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Pannes Fc 3,533258,533258@lcfoot.fr,F.C. PANNES,PANNES, 45700 PANNES,48.017792,2.668507,MAIRIE,,,45700,PANNES,Libre / Football d'animation,U9 (- 9 ans)
Seniors Departemental 4,Patay R.S 1,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Senior,Senior
U17 Departemental 1,Patay R.S 1,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / U17 - U16,U17 (- 17 ans)
U15 Departemental 2,Patay R.S 1,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / U15 - U14,U15 (- 15 ans)
U11 A 8 Departemental 3,Patay R.S 1,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U11 (- 11 ans)
Plateaux U9,Patay R.S 10,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U9 (- 9 ans)
U12 A 8 Departemental 1,Patay R.S 12,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / U13 - U12,U12 (- 12 ans)
Seniors Departemental 5,Patay R.S 2,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Senior,Senior
U10 Departemental 1,Patay R.S 2,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U10 (- 10 ans)
Plateaux U9,Patay R.S 3,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Patay R.S 4,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Patay R.S 5,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,Patay R.S 6,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,Patay R.S 7,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U9,Patay R.S 9,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / Football d'animation,U9 (- 9 ans)
U13 A 8 Departemental 3,Patay Rs 1,505053,505053@lcfoot.fr,REV.S. PATAY,PATAY,ROUTE DU PONT 45310 PATAY,48.051602,1.6956621,CLUB HOUSE,ROUTE DU PONT,,45310,PATAY,Libre / U13 - U12,U13 (- 13 ans)
Seniors Departemental 4,Paucourt Sl 1,522511,522511@lcfoot.fr,SP.L. PAUCOURT,PAUCOURT,120  RUE DE L'EGLISE 45200 PAUCOURT,48.0352239,2.7926944,MAIRIE,120  RUE DE L'EGLISE,,45200,PAUCOURT,Libre / Senior,Senior
Plateaux U 7,Paucourt Sl 1,522511,522511@lcfoot.fr,SP.L. PAUCOURT,PAUCOURT,120  RUE DE L'EGLISE 45200 PAUCOURT,48.0352239,2.7926944,MAIRIE,120  RUE DE L'EGLISE,,45200,PAUCOURT,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,C.A. Pithiviers Fem 10,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U7 (- 7 ans)
Regional 1,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Senior,Senior
U18 F À 8 Interdistrict,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U18 F - U17 F - U16 F,U18 F (- 18 ans F)
U17 Departemental 2,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U17 - U16,U17 (- 17 ans)
U15 Departemental 2,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U15 - U14,U15 (- 15 ans)
U13 A 8 Departemental 1,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U13 - U12,U13 (- 13 ans)
U13 Feminines A 8,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U13 F - U12 F,U13 F (- 13 ans F)
U10 Departemental 1,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U10 (- 10 ans)
Criterium U11f À 5,Pithiviers Ca 1,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation F,U11 F (- 11 ans F)
Seniors Departemental 2,Pithiviers Ca 2,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Senior,Senior
U13 A 8 Departemental 3,Pithiviers Ca 2,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U13 - U12,U13 (- 13 ans)
U11 A 8 Departemental 2,Pithiviers Ca 2,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U11 (- 11 ans)
Criterium U11f À 5,Pithiviers Ca 2,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation F,U11 F (- 11 ans F)
Seniors Departemental 5,Pithiviers Ca 3,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Senior,Senior
Plateaux U9,Pithiviers Ca 3,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U7f,Pithiviers Ca 3,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation F,U7 F (- 7 ans F)
U19 Départemental 1,Pithiviers Ca 4,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U19 - U18,U19 (- 19 ans)
Plateaux U9,Pithiviers Ca 4,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Pithiviers Ca 5,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Pithiviers Ca 6,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Pithiviers Ca 7,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,Pithiviers Ca 8,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U7 (- 7 ans)
U11 A 8 Departemental 3,Pithiviers Ca 9,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / Football d'animation,U11 (- 11 ans)
U12 A 8 Departemental 1,Pithiviers Ca U 12,500287,500287@lcfoot.fr,C.A. PITHIVIERS,PITHIVIERS,16 rue gabriel lelong 45300 PITHIVIERS,48.1686494,2.2438832,,16 rue gabriel lelong,,45300,PITHIVIERS,Libre / U13 - U12,U12 (- 12 ans)
Seniors Departemental 3,Pith.V./Dadon 1,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Senior,Senior
U17 Departemental 2,Pith.V./Dadon 1,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / U17 - U16,U17 (- 17 ans)
U15 À 8,Pith.V./Dadon 1,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / U15 - U14,U15 (- 15 ans)
U13 A 8 Departemental 3,Pith.V./Dadon 1,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / U13 - U12,U13 (- 13 ans)
U11 A 8 Departemental 3,Pith.V./Dadon 1,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Football d'animation,U11 (- 11 ans)
Plateaux U 7,Pith.V./Dadon 2,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U9,Pith.V./Dadon 3,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Pith.V./Dadon 4,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Pith.V./Dadon 6,505151,505151@lcfoot.fr,ENT.ET. PITHIVERIENNE-DADONVILLE,PITHIVIERS LE VIEIL,Route de Toury 45300 PITHIVIERS LE VIEIL,48.1674336,2.2184114,MAIRIE,Route de Toury,,45300,PITHIVIERS LE VIEIL,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U9,Poilly-Autry U.S. 10,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Poilly-Autry U.S. 7,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Poilly-Autry U.S. 8,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U9,Poilly-Autry U.S. 9,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U9 (- 9 ans)
Seniors Departemental 2,Poilly-Autry Us 1,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Senior,Senior
U11 A 8 Departemental 2,Poilly-Autry Us 1,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U11 (- 11 ans)
Seniors Departemental 3,Poilly-Autry Us 2,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Senior,Senior
U11 A 8 Departemental 3,Poilly-Autry Us 2,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U11 (- 11 ans)
U19 Départemental 1,Poilly-Autry/Coullon 1,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / U19 - U18,U19 (- 19 ans)
U13 A 8 Departemental 2,Poilly-Autry/Coullon 1,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / U13 - U12,U13 (- 13 ans)
U13 A 8 Departemental 3,Poilly-Autry/Coullon 2,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / U13 - U12,U13 (- 13 ans)
Plateaux U 7,U.S. Poilly-Autry 11,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,U.S. Poilly-Autry 3,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,U.S. Poilly-Autry 4,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,U.S. Poilly-Autry 5,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U7 (- 7 ans)
Plateaux U 7,U.S. Poilly-Autry 6,581773,581773@lcfoot.fr,U. S. POILLY-AUTRY,POILLY LEZ GIEN,STADE PIERRE AUDIGIER 45500 POILLY LEZ GIEN,47.6783969,2.598283,,STADE PIERRE AUDIGIER,,45500,POILLY LEZ GIEN,Libre / Football d'animation,U7 (- 7 ans)
U17 Departemental 2,Puiseaux A.S. 1,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / U17 - U16,U17 (- 17 ans)
U11 A 8 Departemental 3,Puiseaux A.S. 1,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Football d'animation,U11 (- 11 ans)
U11 A 8 Departemental 3,Puiseaux A.S. 2,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Football d'animation,U11 (- 11 ans)
Plateaux U9,Puiseaux A.S. 3,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Puiseaux A.S. 4,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Football d'animation,U7 (- 7 ans)
Seniors Departemental 3,Puiseaux As 1,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Senior,Senior
U13 A 8 Departemental 3,Puiseaux As 1,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / U13 - U12,U13 (- 13 ans)
Seniors Departemental 5,Puiseaux As 2,505399,505399@lcfoot.fr,A.S. PUISEAUX,PUISEAUX,2 PROMENADE DU PARC 45390 PUISEAUX,48.2029492,2.4723284,,2 PROMENADE DU PARC,,45390,PUISEAUX,Libre / Senior,Senior
Seniors Departemental 2,Sandillon Us 1,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / Senior,Senior
U17 Departemental 2,Sandillon Us 1,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / U17 - U16,U17 (- 17 ans)
Plateaux U9,Sandillon Us 1,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / Football d'animation,U9 (- 9 ans)
Seniors Departemental 5,Sandillon Us 2,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / Senior,Senior
Plateaux U9,Sandillon Us 2,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / Football d'animation,U9 (- 9 ans)
Plateaux U 7,Sandillon Us 3,515177,515177@lcfoot.fr,U.S. SANDILLON,SANDILLON, 45640 SANDILLON,47.8346327,2.0345844,MAIRIE,,,45640,SANDILLON,Libre / Football d'animation,U7 (- 7 ans)
